word;classes;pronoun;noun;adjective;adverb;verb;article;preposition;conjunction;interjection;other
a;noun, indefinite article;False;True;False;False;False;True;False;False;False;False
abandon;verb, noun;False;True;False;False;True;False;False;False;False;False
ability;noun;False;True;False;False;False;False;False;False;False;False
able;adjective;False;False;True;False;False;False;False;False;False;False
about;adverb, preposition, adjective;False;False;True;True;False;False;True;False;False;False
above;adverb, preposition, adjective;False;False;True;True;False;False;True;False;False;False
abroad;adverb;False;False;False;True;False;False;False;False;False;False
absence;noun;False;True;False;False;False;False;False;False;False;False
absent;adjective, verb, preposition;False;False;True;False;True;False;True;False;False;False
absolute;adjective;False;False;True;False;False;False;False;False;False;False
abstract;adjective, noun, verb;False;True;True;False;True;False;False;False;False;False
abuse;verb, noun;False;True;False;False;True;False;False;False;False;False
abusive;adjective;False;False;True;False;False;False;False;False;False;False
academic;adjective, noun;False;True;True;False;False;False;False;False;False;False
accede;verb;False;False;False;False;True;False;False;False;False;False
accept;verb;False;False;False;False;True;False;False;False;False;False
acceptable;adjective;False;False;True;False;False;False;False;False;False;False
acceptance;noun;False;True;False;False;False;False;False;False;False;False
access;noun, verb;False;True;False;False;True;False;False;False;False;False
accident;noun;False;True;False;False;False;False;False;False;False;False
accolade;noun;False;True;False;False;False;False;False;False;False;False
accompany;verb;False;False;False;False;True;False;False;False;False;False
accomplish;verb;False;False;False;False;True;False;False;False;False;False
accord;noun, verb;False;True;False;False;True;False;False;False;False;False
according+to;;False;False;False;False;False;False;False;False;False;True
account;noun, verb;False;True;False;False;True;False;False;False;False;False
accountant;noun;False;True;False;False;False;False;False;False;False;False
accurate;adjective;False;False;True;False;False;False;False;False;False;False
accuse;verb;False;False;False;False;True;False;False;False;False;False
ache;verb, noun;False;True;False;False;True;False;False;False;False;False
achieve;verb;False;False;False;False;True;False;False;False;False;False
acknowledge;verb;False;False;False;False;True;False;False;False;False;False
acquire;verb;False;False;False;False;True;False;False;False;False;False
acquit;verb;False;False;False;False;True;False;False;False;False;False
acronym;noun;False;True;False;False;False;False;False;False;False;False
across;preposition, adverb;False;False;False;True;False;False;True;False;False;False
act;noun, verb;False;True;False;False;True;False;False;False;False;False
action;noun;False;True;False;False;False;False;False;False;False;False
active;adjective;False;False;True;False;False;False;False;False;False;False
activity;noun;False;True;False;False;False;False;False;False;False;False
actor;noun;False;True;False;False;False;False;False;False;False;False
actress;noun;False;True;False;False;False;False;False;False;False;False
actual;adjective;False;False;True;False;False;False;False;False;False;False
actually;adverb;False;False;False;True;False;False;False;False;False;False
ad;noun;False;True;False;False;False;False;False;False;False;False
adapt;verb;False;False;False;False;True;False;False;False;False;False
add;verb;False;False;False;False;True;False;False;False;False;False
addiction;noun;False;True;False;False;False;False;False;False;False;False
addition;noun;False;True;False;False;False;False;False;False;False;False
additional;adjective;False;False;True;False;False;False;False;False;False;False
address;verb, noun;False;True;False;False;True;False;False;False;False;False
adequate;adjective;False;False;True;False;False;False;False;False;False;False
adjourn;verb;False;False;False;False;True;False;False;False;False;False
adjust;verb;False;False;False;False;True;False;False;False;False;False
administration;noun;False;True;False;False;False;False;False;False;False;False
admiration;noun;False;True;False;False;False;False;False;False;False;False
admire;verb;False;False;False;False;True;False;False;False;False;False
admission;noun;False;True;False;False;False;False;False;False;False;False
admit;verb;False;False;False;False;True;False;False;False;False;False
adopt;verb;False;False;False;False;True;False;False;False;False;False
adoption;noun;False;True;False;False;False;False;False;False;False;False
adult;noun, adjective;False;True;True;False;False;False;False;False;False;False
advance;verb, noun, adjective;False;True;True;False;True;False;False;False;False;False
advantage;noun;False;True;False;False;False;False;False;False;False;False
adventure;noun;False;True;False;False;False;False;False;False;False;False
adventurous;adjective;False;False;True;False;False;False;False;False;False;False
advertise;verb;False;False;False;False;True;False;False;False;False;False
advertisement;noun;False;True;False;False;False;False;False;False;False;False
advice;noun;False;True;False;False;False;False;False;False;False;False
advise;verb;False;False;False;False;True;False;False;False;False;False
affair;noun;False;True;False;False;False;False;False;False;False;False
affect;verb;False;False;False;False;True;False;False;False;False;False
affection;noun;False;True;False;False;False;False;False;False;False;False
affectionate;adjective;False;False;True;False;False;False;False;False;False;False
afford;verb;False;False;False;False;True;False;False;False;False;False
afraid;adjective;False;False;True;False;False;False;False;False;False;False
after;adverb, preposition, conjunction, adjective;False;False;True;True;False;False;True;True;False;False
afternoon;noun;False;True;False;False;False;False;False;False;False;False
again;adverb;False;False;False;True;False;False;False;False;False;False
against;preposition;False;False;False;False;False;False;True;False;False;False
age;noun, verb;False;True;False;False;True;False;False;False;False;False
aged;adjective;False;False;True;False;False;False;False;False;False;False
agency;noun;False;True;False;False;False;False;False;False;False;False
agenda;noun;False;True;False;False;False;False;False;False;False;False
agent;noun;False;True;False;False;False;False;False;False;False;False
aggravation;noun;False;True;False;False;False;False;False;False;False;False
aggressive;adjective;False;False;True;False;False;False;False;False;False;False
ago;adverb;False;False;False;True;False;False;False;False;False;False
agree;verb;False;False;False;False;True;False;False;False;False;False
agreement;noun;False;True;False;False;False;False;False;False;False;False
agriculture;noun;False;True;False;False;False;False;False;False;False;False
ah;interjection;False;False;False;False;False;False;False;False;True;True
ahead;adverb;False;False;False;True;False;False;False;False;False;False
aid;verb, noun;False;True;False;False;True;False;False;False;False;False
aim;verb, noun;False;True;False;False;True;False;False;False;False;False
air;noun, verb;False;True;False;False;True;False;False;False;False;False
air;noun;False;True;False;False;False;False;False;False;False;False
airplane;noun;False;True;False;False;False;False;False;False;False;False
airport;noun;False;True;False;False;False;False;False;False;False;False
aisle;noun;False;True;False;False;False;False;False;False;False;False
alacrity;noun;False;True;False;False;False;False;False;False;False;False
alarm;noun, verb;False;True;False;False;True;False;False;False;False;False
alcohol;noun;False;True;False;False;False;False;False;False;False;False
alert;adjective, noun, verb;False;True;True;False;True;False;False;False;False;False
alibi;noun;False;True;False;False;False;False;False;False;False;False
alimony;noun;False;True;False;False;False;False;False;False;False;False
alive;adjective;False;False;True;False;False;False;False;False;False;False
all;adjective, adverb, pronoun;True;False;True;True;False;False;False;False;False;False
all;adverb, adjective;False;False;True;True;False;False;False;False;False;False
allergy;noun;False;True;False;False;False;False;False;False;False;False
allow;verb;False;False;False;False;True;False;False;False;False;False
allowance;noun;False;True;False;False;False;False;False;False;False;False
almost;adverb;False;False;False;True;False;False;False;False;False;False
alone;adjective, adverb;False;False;True;True;False;False;False;False;False;False
along;preposition, adverb;False;False;False;True;False;False;True;False;False;False
alphabet;noun;False;True;False;False;False;False;False;False;False;False
already;adverb;False;False;False;True;False;False;False;False;False;False
also;adverb;False;False;False;True;False;False;False;False;False;False
alter;verb;False;False;False;False;True;False;False;False;False;False
alternative;adjective, noun;False;True;True;False;False;False;False;False;False;False
although;conjunction;False;False;False;False;False;False;False;True;False;False
altogether;adverb, noun;False;True;False;True;False;False;False;False;False;False
always;adverb;False;False;False;True;False;False;False;False;False;False
amateur;noun;False;True;False;False;False;False;False;False;False;False
amaze;verb;False;False;False;False;True;False;False;False;False;False
ambiguous;adjective;False;False;True;False;False;False;False;False;False;False
ambition;noun;False;True;False;False;False;False;False;False;False;False
ambitious;adjective;False;False;True;False;False;False;False;False;False;False
among;preposition;False;False;False;False;False;False;True;False;False;False
amount;noun, verb;False;True;False;False;True;False;False;False;False;False
an;indefinite article;False;False;False;False;False;True;False;False;False;False
analogy;noun;False;True;False;False;False;False;False;False;False;False
analysis;noun;False;True;False;False;False;False;False;False;False;False
analyze;verb;False;False;False;False;True;False;False;False;False;False
and;conjunction;False;False;False;False;False;False;False;True;False;False
anger;noun, verb;False;True;False;False;True;False;False;False;False;False
angle;noun, verb, verb;False;True;False;False;True;False;False;False;False;False
angry;adjective;False;False;True;False;False;False;False;False;False;False
anguish;noun;False;True;False;False;False;False;False;False;False;False
animal;noun, adjective;False;True;True;False;False;False;False;False;False;False
ankle;noun;False;True;False;False;False;False;False;False;False;False
anniversary;noun;False;True;False;False;False;False;False;False;False;False
announce;verb;False;False;False;False;True;False;False;False;False;False
annoy;verb;False;False;False;False;True;False;False;False;False;False
annoying;verb;False;False;False;False;True;False;False;False;False;False
annual;adjective, noun;False;True;True;False;False;False;False;False;False;False
annually;adjective, noun;False;True;True;False;False;False;False;False;False;False
another;adjective, pronoun;True;False;True;False;False;False;False;False;False;False
answer;noun, verb;False;True;False;False;True;False;False;False;False;False
antihistamine;noun;False;True;False;False;False;False;False;False;False;False
antonym;noun;False;True;False;False;False;False;False;False;False;False
anxiety;noun;False;True;False;False;False;False;False;False;False;False
anxious;adjective;False;False;True;False;False;False;False;False;False;False
any;adjective, pronoun, adverb;True;False;True;True;False;False;False;False;False;False
anybody;pronoun;True;False;False;False;False;False;False;False;False;True
anymore;adverb;False;False;False;True;False;False;False;False;False;False
anyone;pronoun;True;False;False;False;False;False;False;False;False;True
anything;pronoun;True;False;False;False;False;False;False;False;False;True
anyway;adverb;False;False;False;True;False;False;False;False;False;False
anywhere;adverb, noun;False;True;False;True;False;False;False;False;False;False
apart;adverb, adjective;False;False;True;True;False;False;False;False;False;False
apartment;noun;False;True;False;False;False;False;False;False;False;False
apologize;verb;False;False;False;False;True;False;False;False;False;False
apology;noun;False;True;False;False;False;False;False;False;False;False
app;noun;False;True;False;False;False;False;False;False;False;False
apparent;adjective;False;False;True;False;False;False;False;False;False;False
apparently;adverb;False;False;False;True;False;False;False;False;False;False
appeal;noun, verb;False;True;False;False;True;False;False;False;False;False
appear;verb;False;False;False;False;True;False;False;False;False;False
appearance;noun;False;True;False;False;False;False;False;False;False;False
appetite;noun;False;True;False;False;False;False;False;False;False;False
apple;noun;False;True;False;False;False;False;False;False;False;False
application;noun;False;True;False;False;False;False;False;False;False;False
apply;verb;False;False;False;False;True;False;False;False;False;False
appointment;noun;False;True;False;False;False;False;False;False;False;False
appreciate;verb;False;False;False;False;True;False;False;False;False;False
approach;verb, noun;False;True;False;False;True;False;False;False;False;False
appropriate;adjective, verb;False;False;True;False;True;False;False;False;False;False
approval;noun;False;True;False;False;False;False;False;False;False;False
approve;verb;False;False;False;False;True;False;False;False;False;False
approximate;adjective, verb;False;False;True;False;True;False;False;False;False;False
April;noun;False;True;False;False;False;False;False;False;False;False
aquifer;noun;False;True;False;False;False;False;False;False;False;False
arbitrary;adjective;False;False;True;False;False;False;False;False;False;False
arch;noun, verb, adjective;False;True;True;False;True;False;False;False;False;False
architect;noun;False;True;False;False;False;False;False;False;False;False
area;noun;False;True;False;False;False;False;False;False;False;False
arena;noun;False;True;False;False;False;False;False;False;False;False
argue;verb;False;False;False;False;True;False;False;False;False;False
argument;noun;False;True;False;False;False;False;False;False;False;False
arm;noun, noun, verb;False;True;False;False;True;False;False;False;False;False
armpit;noun;False;True;False;False;False;False;False;False;False;False
army;noun;False;True;False;False;False;False;False;False;False;False
around;adverb, preposition, adjective;False;False;True;True;False;False;True;False;False;False
arrange;verb;False;False;False;False;True;False;False;False;False;False
arrangement;noun;False;True;False;False;False;False;False;False;False;False
arrest;verb, noun;False;True;False;False;True;False;False;False;False;False
arrival;noun;False;True;False;False;False;False;False;False;False;False
arrive;verb;False;False;False;False;True;False;False;False;False;False
arrow;noun;False;True;False;False;False;False;False;False;False;False
art;noun;False;True;False;False;False;False;False;False;False;False
article;noun, verb;False;True;False;False;True;False;False;False;False;False
artificial;adjective;False;False;True;False;False;False;False;False;False;False
artist;noun;False;True;False;False;False;False;False;False;False;False
artistic;adjective;False;False;True;False;False;False;False;False;False;False
as;adverb, conjunction, preposition;False;False;False;True;False;False;True;True;False;False
ashamed;adjective;False;False;True;False;False;False;False;False;False;False
aside;adverb, noun;False;True;False;True;False;False;False;False;False;False
ask;verb;False;False;False;False;True;False;False;False;False;False
askance;adverb;False;False;False;True;False;False;False;False;False;False
asleep;adjective;False;False;True;False;False;False;False;False;False;False
aspirin;noun;False;True;False;False;False;False;False;False;False;False
assess;verb;False;False;False;False;True;False;False;False;False;False
assignment;noun;False;True;False;False;False;False;False;False;False;False
assist;verb, noun;False;True;False;False;True;False;False;False;False;False
assistant;noun, adjective;False;True;True;False;False;False;False;False;False;False
associate;verb, noun, adjective;False;True;True;False;True;False;False;False;False;False
associate's;noun;False;True;False;False;False;False;False;False;False;False
assume;verb;False;False;False;False;True;False;False;False;False;False
assure;verb;False;False;False;False;True;False;False;False;False;False
at;preposition;False;False;False;False;False;False;True;False;False;False
athlete;noun;False;True;False;False;False;False;False;False;False;False
athletic;adjective;False;False;True;False;False;False;False;False;False;False
atmosphere;noun;False;True;False;False;False;False;False;False;False;False
attach;verb;False;False;False;False;True;False;False;False;False;False
attack;verb, noun, adjective;False;True;True;False;True;False;False;False;False;False
attempt;verb, noun;False;True;False;False;True;False;False;False;False;False
attend;verb;False;False;False;False;True;False;False;False;False;False
attention;noun;False;True;False;False;False;False;False;False;False;False
attitude;noun;False;True;False;False;False;False;False;False;False;False
attorney;noun;False;True;False;False;False;False;False;False;False;False
attract;verb;False;False;False;False;True;False;False;False;False;False
attraction;noun;False;True;False;False;False;False;False;False;False;False
attractive;adjective;False;False;True;False;False;False;False;False;False;False
audience;noun;False;True;False;False;False;False;False;False;False;False
augment;verb;False;False;False;False;True;False;False;False;False;False
August;noun;False;True;False;False;False;False;False;False;False;False
aunt;noun;False;True;False;False;False;False;False;False;False;False
author;noun, verb;False;True;False;False;True;False;False;False;False;False
authority;noun;False;True;False;False;False;False;False;False;False;False
automatic;adjective, noun;False;True;True;False;False;False;False;False;False;False
automobile;noun;False;True;False;False;False;False;False;False;False;False
autumn;noun;False;True;False;False;False;False;False;False;False;False
available;adjective;False;False;True;False;False;False;False;False;False;False
avarice;noun;False;True;False;False;False;False;False;False;False;False
avenue;noun;False;True;False;False;False;False;False;False;False;False
average;noun, adjective, verb;False;True;True;False;True;False;False;False;False;False
avoid;verb;False;False;False;False;True;False;False;False;False;False
awake;verb, adjective;False;False;True;False;True;False;False;False;False;False
award;verb, noun;False;True;False;False;True;False;False;False;False;False
aware;adjective;False;False;True;False;False;False;False;False;False;False
away;adverb, adjective;False;False;True;True;False;False;False;False;False;False
awful;adjective, adverb;False;False;True;True;False;False;False;False;False;False
baby;noun, adjective, verb;False;True;True;False;True;False;False;False;False;False
bachelor's;noun;False;True;False;False;False;False;False;False;False;False
back;noun, adverb, adjective, verb;False;True;True;True;False;False;False;False;False;False
backboard;noun;False;True;False;False;False;False;False;False;False;False
background;noun;False;True;False;False;False;False;False;False;False;False
backhand;noun;False;True;False;False;False;False;False;False;False;False
backup;noun;False;True;False;False;False;False;False;False;False;False
backward;adverb, adjective;False;False;True;True;False;False;False;False;False;False
bacterium;noun;False;True;False;False;False;False;False;False;False;False
bad;adjective, adverb, noun;False;True;True;True;False;False;False;False;False;False
badly;adverb;False;False;False;True;False;False;False;False;False;False
bag;noun, verb;False;True;False;False;True;False;False;False;False;False
baggage;noun;False;True;False;False;False;False;False;False;False;False
bake;verb;False;False;False;False;True;False;False;False;False;False
balance;noun, verb;False;True;False;False;True;False;False;False;False;False
ball;noun, verb, noun;False;True;False;False;True;False;False;False;False;False
band;noun, verb;False;True;False;False;True;False;False;False;False;False
bandage;noun, verb;False;True;False;False;True;False;False;False;False;False
bane;noun;False;True;False;False;False;False;False;False;False;False
bang;verb, noun, adverb;False;True;False;True;False;False;False;False;False;False
bank;noun, verb, noun, verb, noun;False;True;False;False;True;False;False;False;False;False
banker;noun;False;True;False;False;False;False;False;False;False;False
bankrupt;adjective, verb, noun;False;True;True;False;True;False;False;False;False;False
bankruptcy;noun;False;True;False;False;False;False;False;False;False;False
banter;noun;False;True;False;False;False;False;False;False;False;False
bar;noun, verb, preposition;False;True;False;False;True;False;True;False;False;False
barber;noun;False;True;False;False;False;False;False;False;False;False
bare;adjective, verb;False;False;True;False;True;False;False;False;False;False
bark;verb, noun, noun, noun;False;True;False;False;True;False;False;False;False;False
barn;noun;False;True;False;False;False;False;False;False;False;False
barometer;noun;False;True;False;False;False;False;False;False;False;False
barrier;noun;False;True;False;False;False;False;False;False;False;False
bartender;noun;False;True;False;False;False;False;False;False;False;False
base;noun, verb, adjective;False;True;True;False;True;False;False;False;False;False
baseball;noun;False;True;False;False;False;False;False;False;False;False
basic;adjective, noun;False;True;True;False;False;False;False;False;False;False
basically;adverb;False;False;False;True;False;False;False;False;False;False
basis;noun;False;True;False;False;False;False;False;False;False;False
basket;noun;False;True;False;False;False;False;False;False;False;False
basketball;noun;False;True;False;False;False;False;False;False;False;False
bath;noun, verb;False;True;False;False;True;False;False;False;False;False
bathe;verb, noun;False;True;False;False;True;False;False;False;False;False
bathroom;noun;False;True;False;False;False;False;False;False;False;False
batter;verb, noun, noun, verb;False;True;False;False;True;False;False;False;False;False
battery;noun, adjective;False;True;True;False;False;False;False;False;False;False
battle;noun, verb;False;True;False;False;True;False;False;False;False;False
be;verb;False;False;False;False;True;False;False;False;False;False
beach;noun, verb;False;True;False;False;True;False;False;False;False;False
beak;noun;False;True;False;False;False;False;False;False;False;False
bean;noun, verb;False;True;False;False;True;False;False;False;False;False
bear;noun, verb;False;True;False;False;True;False;False;False;False;False
beard;noun;False;True;False;False;False;False;False;False;False;False
beat;verb, noun, adjective;False;True;True;False;True;False;False;False;False;False
beautiful;adjective;False;False;True;False;False;False;False;False;False;False
beauty;noun;False;True;False;False;False;False;False;False;False;False
because;conjunction;False;False;False;False;False;False;False;True;False;False
become;verb;False;False;False;False;True;False;False;False;False;False
bed;noun, verb;False;True;False;False;True;False;False;False;False;False
bedroom;noun, adjective;False;True;True;False;False;False;False;False;False;False
bee;noun, noun;False;True;False;False;False;False;False;False;False;False
beef;noun, verb;False;True;False;False;True;False;False;False;False;False
beer;noun;False;True;False;False;False;False;False;False;False;False
before;adverb, preposition, conjunction;False;False;False;True;False;False;True;True;False;False
beg;verb;False;False;False;False;True;False;False;False;False;False
begin;verb;False;False;False;False;True;False;False;False;False;False
beginning;noun, adjective;False;True;True;False;False;False;False;False;False;False
behalf;noun;False;True;False;False;False;False;False;False;False;False
behave;verb;False;False;False;False;True;False;False;False;False;False
behavior;noun;False;True;False;False;False;False;False;False;False;False
behind;adverb, preposition, noun;False;True;False;True;False;False;True;False;False;False
being;noun, conjunction;False;True;False;False;False;False;False;True;False;False
belie;verb;False;False;False;False;True;False;False;False;False;False
belief;noun;False;True;False;False;False;False;False;False;False;False
believe;verb;False;False;False;False;True;False;False;False;False;False
bell;noun;False;True;False;False;False;False;False;False;False;False
belong;verb;False;False;False;False;True;False;False;False;False;False
below;adverb, preposition;False;False;False;True;False;False;True;False;False;False
belt;noun, verb, noun;False;True;False;False;True;False;False;False;False;False
bench;noun, verb;False;True;False;False;True;False;False;False;False;False
bend;verb, noun;False;True;False;False;True;False;False;False;False;False
beneath;adverb, preposition;False;False;False;True;False;False;True;False;False;False
benefit;noun, verb;False;True;False;False;True;False;False;False;False;False
beside;preposition;False;False;False;False;False;False;True;False;False;False
besides;preposition, adverb;False;False;False;True;False;False;True;False;False;False
best;adjective, adverb, noun, verb;False;True;True;True;False;False;False;False;False;False
bestow;verb;False;False;False;False;True;False;False;False;False;False
bet;noun, verb;False;True;False;False;True;False;False;False;False;False
better;adjective, adverb, noun, verb;False;True;True;True;False;False;False;False;False;False
between;preposition, adverb;False;False;False;True;False;False;True;False;False;False
beyond;adverb, preposition;False;False;False;True;False;False;True;False;False;False
bible;noun;False;True;False;False;False;False;False;False;False;False
bibliography;noun;False;True;False;False;False;False;False;False;False;False
bicycle;noun, verb;False;True;False;False;True;False;False;False;False;False
bid;verb, noun;False;True;False;False;True;False;False;False;False;False
big;adjective, adverb;False;False;True;True;False;False;False;False;False;False
bill;noun, verb, noun, verb;False;True;False;False;True;False;False;False;False;False
billion;noun;False;True;False;False;False;False;False;False;False;False
bind;verb, noun;False;True;False;False;True;False;False;False;False;False
biodegradable;adjective;False;False;True;False;False;False;False;False;False;False
biodiversity;noun;False;True;False;False;False;False;False;False;False;False
biology;noun;False;True;False;False;False;False;False;False;False;False
bird;noun;False;True;False;False;False;False;False;False;False;False
birth;noun;False;True;False;False;False;False;False;False;False;False
birthday;noun;False;True;False;False;False;False;False;False;False;False
bit;noun, noun, noun;False;True;False;False;False;False;False;False;False;False
bite;verb, noun;False;True;False;False;True;False;False;False;False;False
bitter;adjective, noun;False;True;True;False;False;False;False;False;False;False
black;adjective, noun, verb;False;True;True;False;True;False;False;False;False;False
blackout;noun;False;True;False;False;False;False;False;False;False;False
blade;noun;False;True;False;False;False;False;False;False;False;False
blame;verb, noun;False;True;False;False;True;False;False;False;False;False
bland;adjective;False;False;True;False;False;False;False;False;False;False
blank;adjective, noun, verb;False;True;True;False;True;False;False;False;False;False
blanket;noun, verb, adjective;False;True;True;False;True;False;False;False;False;False
bleed;verb;False;False;False;False;True;False;False;False;False;False
blend;verb, noun;False;True;False;False;True;False;False;False;False;False
blind;adjective, verb, noun, adverb;False;True;True;True;False;False;False;False;False;False
blizzard;noun;False;True;False;False;False;False;False;False;False;False
block;noun, verb;False;True;False;False;True;False;False;False;False;False
blog;noun;False;True;False;False;False;False;False;False;False;False
blond;adjective, noun;False;True;True;False;False;False;False;False;False;False
blood;noun;False;True;False;False;False;False;False;False;False;False
blow;verb, noun, noun;False;True;False;False;True;False;False;False;False;False
blue;adjective, noun;False;True;True;False;False;False;False;False;False;False
board;noun, verb;False;True;False;False;True;False;False;False;False;False
boarding;noun;False;True;False;False;False;False;False;False;False;False
boast;verb, noun;False;True;False;False;True;False;False;False;False;False
boat;noun, verb;False;True;False;False;True;False;False;False;False;False
body;noun;False;True;False;False;False;False;False;False;False;False
boil;verb, noun, noun;False;True;False;False;True;False;False;False;False;False
bold;adjective, noun;False;True;True;False;False;False;False;False;False;False
bomb;noun, verb;False;True;False;False;True;False;False;False;False;False
bond;noun, verb;False;True;False;False;True;False;False;False;False;False
bone;noun, verb, adverb;False;True;False;True;False;False;False;False;False;False
bonus;noun;False;True;False;False;False;False;False;False;False;False
book;noun, verb, adjective;False;True;True;False;True;False;False;False;False;False
bookkeeper;noun;False;True;False;False;False;False;False;False;False;False
boot;noun, verb;False;True;False;False;True;False;False;False;False;False
border;noun, verb;False;True;False;False;True;False;False;False;False;False
bore;verb, noun, verb, noun, noun;False;True;False;False;True;False;False;False;False;False
boredom;noun;False;True;False;False;False;False;False;False;False;False
born;adjective;False;False;True;False;False;False;False;False;False;False
borrow;verb;False;False;False;False;True;False;False;False;False;False
boss;noun, verb, adjective, noun;False;True;True;False;True;False;False;False;False;False
bossy;adjective;False;False;True;False;False;False;False;False;False;False
both;adjective, pronoun, conjunction;True;False;True;False;False;False;False;True;False;False
bother;verb, noun;False;True;False;False;True;False;False;False;False;False
bottle;noun, verb;False;True;False;False;True;False;False;False;False;False
bottom;noun, adjective, verb;False;True;True;False;True;False;False;False;False;False
bounce;verb, noun;False;True;False;False;True;False;False;False;False;False
bound;adjective, adjective, noun, verb, noun, verb;False;True;True;False;True;False;False;False;False;False
boundary;noun;False;True;False;False;False;False;False;False;False;False
bow;verb, noun, noun, noun, verb;False;True;False;False;True;False;False;False;False;False
bowl;noun, verb;False;True;False;False;True;False;False;False;False;False
box;noun, verb, verb, noun;False;True;False;False;True;False;False;False;False;False
boy;noun, interjection;False;True;False;False;False;False;False;False;True;False
boyfriend;noun;False;True;False;False;False;False;False;False;False;False
brace;verb, noun;False;True;False;False;True;False;False;False;False;False
brain;noun, verb;False;True;False;False;True;False;False;False;False;False
branch;noun, verb;False;True;False;False;True;False;False;False;False;False
brand;noun, verb;False;True;False;False;True;False;False;False;False;False
brave;adjective, verb, noun;False;True;True;False;True;False;False;False;False;False
bread;noun, verb;False;True;False;False;True;False;False;False;False;False
break;verb, noun;False;True;False;False;True;False;False;False;False;False
breakfast;noun, verb;False;True;False;False;True;False;False;False;False;False
breast;noun, verb;False;True;False;False;True;False;False;False;False;False
breath;noun;False;True;False;False;False;False;False;False;False;False
breathe;verb;False;False;False;False;True;False;False;False;False;False
breed;verb, noun;False;True;False;False;True;False;False;False;False;False
breezy;adjective;False;False;True;False;False;False;False;False;False;False
bribe;noun, verb;False;True;False;False;True;False;False;False;False;False
bride;noun;False;True;False;False;False;False;False;False;False;False
bridge;noun, verb, noun;False;True;False;False;True;False;False;False;False;False
brief;adjective, noun, verb;False;True;True;False;True;False;False;False;False;False
bright;adjective;False;False;True;False;False;False;False;False;False;False
brilliant;adjective;False;False;True;False;False;False;False;False;False;False
bring;verb;False;False;False;False;True;False;False;False;False;False
broad;adjective, noun;False;True;True;False;False;False;False;False;False;False
broadcast;verb, noun;False;True;False;False;True;False;False;False;False;False
broken;adjective;False;False;True;False;False;False;False;False;False;False
bronchitis;noun;False;True;False;False;False;False;False;False;False;False
brother;noun;False;True;False;False;False;False;False;False;False;False
brother-in-law;noun;False;True;False;False;False;False;False;False;False;False
brown;adjective, noun, verb;False;True;True;False;True;False;False;False;False;False
bruise;noun, verb;False;True;False;False;True;False;False;False;False;False
brush;noun, verb, noun, noun;False;True;False;False;True;False;False;False;False;False
bubble;noun, verb;False;True;False;False;True;False;False;False;False;False
bucolic;adjective;False;False;True;False;False;False;False;False;False;False
budget;noun, verb, adjective;False;True;True;False;True;False;False;False;False;False
build;verb, noun;False;True;False;False;True;False;False;False;False;False
builder;noun;False;True;False;False;False;False;False;False;False;False
building;noun;False;True;False;False;False;False;False;False;False;False
bulkhead;noun;False;True;False;False;False;False;False;False;False;False
bullet;noun;False;True;False;False;False;False;False;False;False;False
bully;noun, verb, adjective;False;True;True;False;True;False;False;False;False;False
bulwark;noun;False;True;False;False;False;False;False;False;False;False
bunch;noun, verb;False;True;False;False;True;False;False;False;False;False
burn;verb, noun;False;True;False;False;True;False;False;False;False;False
bury;verb;False;False;False;False;True;False;False;False;False;False
bus;noun, verb;False;True;False;False;True;False;False;False;False;False
bush;noun;False;True;False;False;False;False;False;False;False;False
business;noun;False;True;False;False;False;False;False;False;False;False
businessman;noun;False;True;False;False;False;False;False;False;False;False
businessperson;noun;False;True;False;False;False;False;False;False;False;False
businesswoman;noun;False;True;False;False;False;False;False;False;False;False
busy;adjective, verb;False;False;True;False;True;False;False;False;False;False
but;conjunction, preposition, adverb, noun;False;True;False;True;False;False;True;True;False;False
butcher;noun, verb;False;True;False;False;True;False;False;False;False;False
butter;noun, verb;False;True;False;False;True;False;False;False;False;False
button;noun, verb;False;True;False;False;True;False;False;False;False;False
buy;verb, noun;False;True;False;False;True;False;False;False;False;False
by;preposition, adverb;False;False;False;True;False;False;True;False;False;False
bye;interjection, noun;False;True;False;False;False;False;False;False;True;False
cage;noun;False;True;False;False;False;False;False;False;False;False
cake;noun, verb;False;True;False;False;True;False;False;False;False;False
calculate;verb;False;False;False;False;True;False;False;False;False;False
calculation;noun;False;True;False;False;False;False;False;False;False;False
calendar;noun;False;True;False;False;False;False;False;False;False;False
calf;noun, noun;False;True;False;False;False;False;False;False;False;False
call;verb, noun;False;True;False;False;True;False;False;False;False;False
callous;adjective;False;False;True;False;False;False;False;False;False;False
calm;adjective, noun, verb;False;True;True;False;True;False;False;False;False;False
camera;noun;False;True;False;False;False;False;False;False;False;False
camp;noun, verb, noun, verb;False;True;False;False;True;False;False;False;False;False
campaign;noun, verb;False;True;False;False;True;False;False;False;False;False
campus;noun;False;True;False;False;False;False;False;False;False;False
can;verb, noun, verb;False;True;False;False;True;False;False;False;False;False
cancel;verb;False;False;False;False;True;False;False;False;False;False
cancer;noun;False;True;False;False;False;False;False;False;False;False
candid;adjective;False;False;True;False;False;False;False;False;False;False
candidate;noun;False;True;False;False;False;False;False;False;False;False
candy;noun;False;True;False;False;False;False;False;False;False;False
cap;noun, verb;False;True;False;False;True;False;False;False;False;False
capable;adjective;False;False;True;False;False;False;False;False;False;False
capacity;noun;False;True;False;False;False;False;False;False;False;False
capital;adjective, noun;False;True;True;False;False;False;False;False;False;False
